CO_PER_ROL,CUSIP,CONAME,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,YEAR,TWITTER,T_NAME,Search Date,company related,personal related,Note,
16112,00724F10,ADOBE SYSTEMS INC,Bruce,Bruce R. Chizen,Chizen,2007,X,X,2019/1/24,X,X,,
35638,03349M10,ANDEAVOR,Bruce,Bruce A. Smith,Smith,2009,X,X,2019/1/24,X,X,,
49552,40262950,GULFMARK OFFSHORE INC,Bruce,Bruce A. Streeter,Streeter,2012,X,X,2019/1/24,X,X,,
35677,83093D95,SKYLINE CORP,Bruce,Bruce G. Page,Page,2014,X,X,2019/1/24,X,X,,
24423,90338W93,US ONCOLOGY INC,Bruce,Bruce Dale Broussard,Broussard,2008,https://twitter.com/BruceDBroussard,BruceDBroussard,2019/1/24,20,0,,
35518,49375T10,KID BRANDS INC,Bruce,Bruce G. Crain,Crain,2011,X,X,2019/1/24,X,X,,
45087,12561W10,CLECO CORP,Bruce,Bruce A. Williamson,Williamson,2015,X,X,2019/1/24,X,X,,
2478,48666K10,KB HOME,Bruce,Bruce Karatz,Karatz,2006,https://twitter.com/BruceKaratz,BruceKaratz,2019/1/24,0,1,??????????,
20036,34985310,FORWARD AIR CORP,Bruce,Bruce A. Campbell,Campbell,2016,X,X,2019/1/24,X,X,,
47633,87685110,TAYLOR CAPITAL GROUP INC,Bruce,Bruce W. Taylor,Taylor,2009,X,X,2019/1/24,X,X,,
34014,7373010,BEAM INC,Bruce,Bruce A. Carbonari,Carbonari,2010,X,X,2019/1/24,X,X,,
6949,97463710,WINNEBAGO INDUSTRIES,Bruce,Bruce D. Hertzke,Hertzke,2008,X,X,2019/1/24,X,X,,
28246,86887310,SURMODICS INC,Bruce,Bruce J. Barclay,Barclay,2010,X,X,2019/1/24,X,X,,
28750,37718510,GLASSBRIDGE ENTERPRISES INC,Bruce,Bruce A. Henderson,Henderson,2006,X,X,2019/1/24,X,X,,
52823,32054K10,FIRST INDL REALTY TRUST INC,Bruce,Bruce W. Duncan,Duncan,2016,X,X,2019/1/24,X,X,,
15617,6830610,BARR PHARMACEUTICALS INC,Bruce,"Bruce L. Downey, J.D.","Downey, J.D.",2007,X,X,2019/1/24,X,X,,
35421,35610810,FREDS INC,Bruce,Bruce A. Efird,Efird,2014,X,X,2019/1/24,X,X,,
39885,98421B10,XPERI CORPORATION,Bruce,Bruce M. McWilliams,McWilliams,2008,X,X,2019/1/24,X,X,,
21730,58003770,MCDERMOTT INTL INC,Bruce,Bruce W. Wilkinson,Wilkinson,2008,X,X,2019/1/24,X,X,,
33122,35104T10,4LICENSING CORP,Bruce,"Bruce R. Foster, CPA","Foster, CPA",2014,X,X,2019/1/24,X,X,,
25415,26817R10,DYNEGY INC,Bruce,Bruce A. Williamson,Williamson,2010,X,X,2019/1/24,X,X,,
37359,51841510,LATTICE SEMICONDUCTOR CORP,Bruno,Bruno Guilmart,Guilmart,2010,X,X,2019/1/24,X,X,,
43068,50124210,KULICKE & SOFFA INDUSTRIES,Bruno,Bruno Guilmart,Guilmart,2015,X,X,2019/1/24,X,X,,
48590,28291410,8X8 INC,Bryan,Bryan R. Martin,Martin,2012,X,X,2019/1/24,X,X,,
27482,57708110,MATTEL INC,Bryan,Bryan G. Stockton,Stockton,2014,X,X,2019/1/24,X,X,,
50348,76027610,REPUBLIC AIRWAYS HLDGS INC,Bryan,Bryan K. Bedford,Bedford,2015,X,X,2019/1/24,X,X,,
28782,5348410,AVALONBAY COMMUNITIES INC,Bryce,Bryce F. Blair,Blair,2010,X,X,2019/1/24,X,X,,
46260,77777930,ROSETTA RESOURCES INC,Bulent,Bulent A. Berilgen,Berilgen,2007,X,X,2019/1/24,X,X,,
32684,42193310,HEALTH MANAGEMENT ASSOC,Burke,Burke W. Whitman,Whitman,2008,X,X,2019/1/24,X,X,,
18529,64020493,NEIMAN MARCUS GROUP INC,Burton,Burton M. Tansky,Tansky,2010,X,X,2019/1/24,X,X,,
23970,39164810,GREATER BAY BANCORP,Byron,Byron A. Scordelis,Scordelis,2006,X,X,2019/1/24,X,X,,
32370,7591EP10,REGIONS FINANCIAL CORP,C.,C. Dowd Ritter,Ritter,2009,X,X,2019/1/24,X,X,,
19784,83299A00,SMITHFIELD FOODS INC,C.,C. Larry Pope,Pope,2015,X,X,2019/1/24,X,X,,
27663,46284V10,IRON MOUNTAIN INC,C.,C. Richard Reese,Reese,2012,X,X,2019/1/24,X,X,,
45265,69331C10,PG&E CORP,C.,C. Lee Cox,Cox,2011,X,X,2019/1/24,X,X,,
4568,69370C10,PTC INC,C.,C. Richard Harrison,Harrison,2010,X,X,2019/1/24,X,X,,
31161,00246W10,AXT INC,C.,"C. S. Yin, Ph.D.","Yin, Ph.D.",2008,X,X,2019/1/28,X,X,,
13164,50124210,KULICKE & SOFFA INDUSTRIES,C.,C. Scott Kulicke,Kulicke,2010,X,X,2019/1/28,X,X,,
22962,19587210,COLONIAL PROPERTIES TRUST,C.,"C. Reynolds Thompson, III","Thompson, III",2008,X,X,2019/1/28,X,X,,
31504,48880L10,KENDLE INTERNATIONAL INC,Candace,Candace B. Kendle,Kendle,2010,https://twitter.com/CandaceKendle,,2019/1/28,9,11,,
8810,G3157S10,ENSCO PLC,Carl,Carl F. Thorne,Thorne,2006,X,X,2019/1/28,X,X,,
3698,2593210,AMERICAN FINANCIAL GROUP INC,Carl,"Carl Henry Lindner, III","Lindner, III",2015,X,X,2019/1/28,X,X,,
49686,24990810,DEPOMED INC,Carl,Carl A. Pelzel,Pelzel,2011,X,X,2019/1/28,X,X,,
21190,59156R10,METLIFE INC,Carl,Carl Robert Henrikson,Henrikson,2010,X,X,2019/1/28,X,X,,
34672,36866T10,GEN-PROBE INC,Carl,Carl W. Hull,Hull,2011,X,X,2019/1/28,X,X,,
45201,83355110,SNYDERS-LANCE INC,Carl,"Carl E. Lee, Jr.","Lee, Jr.",2016,X,X,2019/1/28,X,X,,
55674,69888T20,PAR PACIFIC HOLDINGS INC,Carl,Carl E. Lakey,Lakey,2012,X,X,2019/1/28,X,X,,
33993,41012010,HANCOCK WHITNEY CORP,Carl,Carl Jesse Chaney,Chaney,2014,X,X,2019/1/28,X,X,,
10233,3833610,APTARGROUP INC,Carl,Carl A. Siebel,Siebel,2007,X,X,2019/1/28,X,X,,
36269,90210410,II-VI INC,Carl,Carl J. Johnson,Johnson,2007,X,X,2019/1/28,X,X,,
29717,4.63E+97,IPAYMENT INC,Carl,Carl A. Grimstad,Grimstad,2013,X,X,2019/1/28,X,X,,
53087,90384S30,ULTA BEAUTY INC,Carl,Carl S. Rubin,Rubin,2012,X,X,2019/1/28,X,X,,
14688,48815220,KELLY SERVICES INC -CL A,Carl,Carl Thurman Camden,Camden,2016,X,X,2019/1/28,X,X,,
25457,5276910,AUTODESK INC,Carl,Carl Bass,Bass,2016,https://twitter.com/carlbass,,2019/1/28,10,10,,
28121,48917010,KENNAMETAL INC,Carlos,Carlos M. Cardoso,Cardoso,2014,X,X,2019/1/28,X,X,,
52924,74967X10,RH,Carlos,Carlos E. Alberini,Alberini,2013,X,X,2019/1/28,X,X,,
42606,2134610,ALTABA INC,Carol,Carol A. Bartz,Bartz,2011,https://twitter.com/fakecarolbartz,,2019/1/28,20,0,,
21765,87254010,TJX COMPANIES INC,Carol,Carol M. Meyrowitz,Meyrowitz,2015,X,X,2019/1/28,X,X,,
35181,79543510,SALIX PHARMACEUTICALS LTD,Carolyn,Carolyn J. Logan,Logan,2013,X,X,2019/1/28,X,X,,
7934,08160H10,BENCHMARK ELECTRONICS INC,Cary,Cary T. Fu,Fu,2011,X,X,2019/1/28,X,X,,
34756,00499O93,ACELITY HOLDINGS INC -REDH,Catherine,Catherine M. Burzik,Burzik,2012,X,X,2019/1/28,X,X,,
28412,5722410,BAKER HUGHES INC,Chadwick,Chadwick C. Deaton,Deaton,2011,,,,,,,
34590,29475210,EQUITY ONE INC,Chaim,Chaim K. Katzman,Katzman,2006,,,,,,,
49321,78442P10,SLM CORP,Charles,"Charles Elliott Andrews, C.E.","Andrews, C.E.",2008,,,,,,,
28476,74466310,PUBLIX SUPER MARKETS INC,Charles,"Charles H. Jenkins, Jr.","Jenkins, Jr.",2007,,,,,,,
50287,84470P10,SOUTHSIDE BANCSHARES INC,Charles,Charles E. Dawson,Dawson,2016,X,X,2019/1/31,X,X,,
28819,29299Z00,ENERGY FUTURE HOLDINGS CORP,Charles,"Charles John Wilder, Jr.","Wilder, Jr.",2007,,,,,,,
45927,20586240,COMVERSE TECHNOLOGY INC,Charles,Charles J. Burdick,Burdick,2011,,,,,,,
29409,25490A30,DIRECTV,Charles,Charles Carey,Carey,2008,,,,,,,
3456,57791330,MAXXAM INC,Charles,Charles E. Hurwitz,Hurwitz,2011,,,,,,,
12063,26353410,DU PONT (E I) DE NEMOURS,Charles,"Charles O. Holliday, Jr.","Holliday, Jr.",2008,,,,,,,
21417,65504410,NOBLE ENERGY INC,Charles,Charles D. Davidson,Davidson,2014,X,X,43516,X,X,,
43025,86800U10,SUPER MICRO COMPUTER INC,Charles,Charles Liang,Liang,2016,X,X,2019/1/31,X,X,,
19371,27033X10,EARTHLINK HOLDINGS CORP,Charles,Charles G. Betty,Betty,2006,,,,,,,
21446,65584410,NORFOLK SOUTHERN CORP,Charles,"Charles W. Moorman, IV","Moorman, IV",2014,X,X,43516,X,X,,
19228,68823920,OSHKOSH CORP,Charles,Charles L. Szews,Szews,2015,X,X,2019/2/1,X,X,,
42310,31340030,FEDERAL HOME LOAN MORTG CORP,Charles,"Charles Edgar Haldeman, Jr.","Haldeman, Jr.",2011,,,,,,,
30839,63938C10,NAVIENT CORP,Charles,"Charles Elliott Andrews, C.E.","Andrews, C.E.",2007,,,,,,,
25547,30040W10,EVERSOURCE ENERGY,Charles,Charles W. Shivery,Shivery,2011,,,,,,,
31362,64120810,NETWORK EQUIPMENT TECH INC,Charles,"Charles Nicholas Keating, Jr.","Keating, Jr.",2011,,,,,,,
52292,4343610,ASBURY AUTOMOTIVE GROUP INC,Charles,Charles R. Oglesby,Oglesby,2010,,,,,,,
24992,17296742,CITIGROUP INC,Charles,"Charles Prince, III","Prince, III",2007,,,,,,,
37376,47783910,JOHN BEAN TECHNOLOGIES,Charles,"Charles H. Cannon, Jr.","Cannon, Jr.",2013,,,,,,,
5742,512510,ACXIOM CORP,Charles,Charles Donald Morgan,Morgan,2006,,,,,,,
36536,3760401,APOLLO EDUCATION GROUP INC,Charles,"Charles B. Edelstein, CPA","Edelstein, CPA",2009,,,,,,,
36479,91728620,URSTADT BIDDLE PROPERTIES,Charles,Charles J. Urstadt,Urstadt,2013,,,,,,,
35689,34346810,FLOW INTL CORP,Charles,Charles M. Brown,Brown,2012,,,,,,,
55318,12483010,CBL & ASSOCIATES PPTYS INC,Charles,Charles B. Lebovitz,Lebovitz,2009,,,,,,,
16073,69350610,PPG INDUSTRIES INC,Charles,Charles E. Bunch,Bunch,2015,X,X,2019/2/1,X,X,,
35236,16890510,CHILDRENS PLACE INC,Charles,Charles K. Crovitz,Crovitz,2009,,,,,,,
39953,62886K10,NCI INC,Charles,Charles K. Narang,Narang,2015,X,X,2019/2/1,X,X,,
28290,59001K10,MERITOR INC,Charles,"Charles G. McClure, Jr.","McClure, Jr.",2013,,,,,,,
18935,25470M10,DISH NETWORK CORP,Charles,Charles W. Ergen,Ergen,2016,X,X,2019/1/31,X,X,,
49526,2942910,AMERICAN SCIENCE ENGINEERING,Charles,Charles P. Dougherty,Dougherty,2015,X,X,2019/2/1,X,X,,
27371,45899L00,INTEGRYS HOLDING INC,Charles,Charles A. Schrock,Schrock,2014,X,X,43516,X,X,,
4402,80851310,SCHWAB (CHARLES) CORP,Charles,"Charles Robert Schwab, II","Schwab, II",2008,,,,,,,
48006,30226D10,EXTREME NETWORKS INC,Charles,Charles W. Berger,Berger,2015,X,X,2019/2/1,X,X,,
48279,92826C83,VISA INC,Charles,Charles W. Scharf,Scharf,2016,X,X,2019/1/31,X,X,,
50309,73287210,POPEYES LOUISIANA KITCHEN,Cheryl,Cheryl A. Bachelder,Bachelder,2016,https://twitter.com/CABachelder,CABachelder,2019/1/31,20,0,,
13607,87160710,SYNOPSYS INC,Chi-Foon,Chi-Foon Chan,Chan,2016,X,X,2019/1/31,X,X,,
20256,71383110,PERICOM SEMICONDUCTOR CORP,Chi-Ming,Chi-Ming Hui,Hui,2015,X,X,2019/2/1,X,X,,
34433,2134610,ALTABA INC,Chih-Yuan,Chih-Yuan Yang,Yang,2008,,,,,,,
42801,03283P10,ANCHOR BANCORP WISCONSIN INC,Chris,Chris Michael Bauer,Bauer,2015,X,X,2019/2/1,X,X,,
53615,88677Q10,TILE SHOP HOLDINGS INC,Chris,Chris R. Homeister,Homeister,2016,X,X,2019/1/31,X,X,,
53802,7.95E+14,SALLY BEAUTY HOLDINGS INC,Christian,Christian A. Brickman,Brickman,2016,X,X,2019/1/31,X,X,,
12983,39006410,GREAT ATLANTIC & PAC TEA CO,Christian Wilhelm,Christian Wilhelm Erich Haub,Haub,2009,,,,,,,
36005,95980210,WESTERN UNION CO,Christina,Christina Albehdina Gold,Gold,2010,,,,,,,
38040,85362610,STANDARD MICROSYSTEMS CORP,Christine,Christine King,King,2011,,,,,,,
13933,82434810,SHERWIN-WILLIAMS CO,Christopher,Christopher M. Connor,Connor,2015,X,X,2019/2/1,X,X,,
32009,92276H10,VENTANA MEDICAL SYSTEM INC,Christopher,Christopher M. Gleeson,Gleeson,2007,,,,,,,
17932,92849730,VITESSE SEMICONDUCTOR CORP,Christopher,Christopher R. Gardner,Gardner,2014,X,X,43516,X,X,,
32436,44107P10,HOST HOTELS & RESORTS INC,Christopher,Christopher J. Nassetta,Nassetta,2007,,,,,,,
45090,45174J10,IHEARTMEDIA INC,Christopher,Christopher William Eccleshare,Eccleshare,2016,https://twitter.com/weccleshare,weccleshare,2019/1/31,5,15,,
51522,52603B10,LENDINGTREE INC,Christopher,Christopher Daniel Davies,Davies,2008,,,,,,,
34325,29414D10,ENVISION HEALTHCARE CORP,Christopher,Christopher A. Holden,Holden,2016,X,X,2019/1/31,X,X,,
26060,80517Q10,SAVIENT PHARMACEUTICALS INC,Christopher,Christopher G. Clement,Clement,2008,,,,,,,
33120,G6218510,MONTPELIER RE HOLDINGS,Christopher,Christopher Lloyd Harris,Harris,2014,X,X,43516,X,X,,
51376,3967010,ARCTIC CAT INC,Christopher,Christopher T. Metz,Metz,2015,X,X,2019/2/1,X,X,,
51621,78469X10,SPX FLOW INC,Christopher,Christopher J. Kearney,Kearney,2015,X,X,2019/2/1,X,X,,
52512,57708110,MATTEL INC,Christopher,Christopher A. Sinclair,Sinclair,2016,X,X,2019/1/31,X,X,,
43289,17989510,CLARCOR INC,Christopher,Christopher L. Conway,Conway,2015,X,X,2019/2/1,X,X,,
55403,30281V10,FTD COMPANIES INC,Christopher,Christopher W. Shean,Shean,2016,X,X,2019/1/31,X,X,,
7908,3967010,ARCTIC CAT INC,Christopher,Christopher A. Twomey,Twomey,2014,X,X,43516,X,X,,
47596,85571Q10,STARZ,Christopher,Christopher P. Albrecht,Albrecht,2015,X,X,2019/2/1,X,X,,
28952,44106010,HOSPIRA INC,Christopher,Christopher B. Begley,Begley,2010,,,,,,,
47999,14149F10,CARDINAL FINANCIAL CORP,Christopher,Christopher W. Bergstrom,Bergstrom,2016,X,X,2019/1/31,X,X,,
27358,44877410,HYDRIL CO,Christopher,Christopher T. Seaver,Seaver,2006,,,,,,,
17359,78463510,SPX CORP,Christopher,Christopher J. Kearney,Kearney,2015,X,X,2019/2/1,X,X,,
45538,40413210,HCC INSURANCE HOLDINGS INC,Christopher John,Christopher John B. Williams,Williams,2014,X,X,43516,X,X,,
3583,62671710,MURPHY OIL CORP,Claiborne,Claiborne P. Deming,Deming,2008,,,,,,,
17619,1643710,ALL AMERICAN GROUP INC,Claire,Claire C. Skinner,Skinner,2006,,,,,,,
56457,90385V10,ULTRA CLEAN HOLDINGS INC,Clarence,Clarence L. Granger,Granger,2014,X,X,43516,X,X,,
7071,95075510,WERNER ENTERPRISES INC,Clarence,Clarence L. Werner,Werner,2006,,,,,,,
21144,56584910,MARATHON OIL CORP,Clarence,"Clarence P. Cazalot, Jr.","Cazalot, Jr.",2013,,,,,,,
19863,23719410,DARDEN RESTAURANTS INC,Clarence,"Clarence Otis, Jr.","Otis, Jr.",2014,X,X,43516,X,X,,
38102,3967010,ARCTIC CAT INC,Claude,Claude J. Jordan,Jordan,2013,,,,,,,
32709,1.26E+14,CNO FINANCIAL GROUP INC,Claude,"Claude James Prieur, CFA","Prieur, CFA",2011,,,,,,,
23199,77434110,ROCKWELL COLLINS INC,Clayton,Clayton M. Jones,Jones,2013,,,,,,,
39968,03071H10,AMERISAFE INC,Clifford,"Clifford Allen Bradley, Jr.","Bradley, Jr.",2014,X,X,43516,X,X,,
52443,20547710,COMPUTER TASK GROUP INC,Clifford,"Clifford B. Bleustein, M.D., MBA","Bleustein, M.D., MBA",2016,https://twitter.com/CliffBleustein,CliffBleustein,2019/1/31,17,3,,
27901,57667410,MATERIAL SCIENCES CORP,Clifford,Clifford D. Nastas,Nastas,2012,,,,,,,
28341,62545310,MULTIMEDIA GAMES HOLDING CO,Clifton,Clifton E. Lind,Lind,2007,,,,,,,
29678,15476040,CENTRAL PACIFIC FINANCIAL CP,Clint,Clint Arnoldus,Arnoldus,2008,,,,,,,
35839,256710,ABAXIS INC,Clinton,Clinton H. Severson,Severson,2016,X,X,2019/1/31,X,X,,
35252,7811120,BELL INDUSTRIES INC,Clinton,Clinton J. Coleman,Coleman,2009,,,,,,,
27924,70348110,PATTERSON-UTI ENERGY INC,Cloyce,Cloyce A. Talbott,Talbott,2007,,,,,,,
8544,9857010,BOOKS-A-MILLION INC,Clyde,Clyde B. Anderson,Anderson,2010,,,,,,,
39287,67104010,OSI PHARMACEUTICALS INC,Colin,Colin Goddard,Goddard,2009,,,,,,,
34733,48020Q10,JONES LANG LASALLE INC,Colin,Colin Dyer,Dyer,2016,X,X,2019/1/31,X,X,,
35304,5.56E+13,BRE PROPERTIES INC,Constance,Constance B. Moore,Moore,2012,,,,,,,
10503,71940510,PHOTRONICS INC,Constantine,Constantine S. Macricostas,Macricostas,2015,X,X,2019/2/1,X,X,,
6431,69073210,OWENS & MINOR INC,Craig,Craig R. Smith,Smith,2014,X,X,43516,X,X,,
32647,78333210,RUTHS HOSPITALITY GROUP INC,Craig,Craig S. Miller,Miller,2008,,,,,,,
33487,84721510,SPARTANNASH CO,Craig,Craig C. Sturken,Sturken,2008,,,,,,,
48893,75601W10,REAL INDUSTRY INC,Craig,Craig T. Bouchard,Bouchard,2016,https://twitter.com/ctbouchard,ctbouchard,2019/1/31,12,8,,
23291,46981410,JACOBS ENGINEERING GROUP INC,Craig,Craig L. Martin,Martin,2015,X,X,2019/2/1,X,X,,
42532,86853630,SUPERVALU INC,Craig,Craig R. Herkert,Herkert,2011,,,,,,,
33642,46072H10,INTERSTATE BAKERIES CORP,Craig,Craig D. Jung,Jung,2007,,,,,,,
19008,38431350,GRAFTECH INTERNATIONAL LTD,Craig,Craig S. Shular,Shular,2013,,,,,,,
23911,42705610,HERCULES INC,Craig,Craig A. Rogerson,Rogerson,2007,,,,,,,
49785,05381L10,AVIV REIT INC,Craig,Craig M. Bernfield,Bernfield,2014,X,X,43516,X,X,,
36848,50180330,LCA VISION INC,Craig,Craig P.R. Joffe,Joffe,2006,,,,,,,
50545,48586510,KATE SPADE & CO,Craig,Craig A. Leavitt,Leavitt,2016,X,X,2019/1/31,X,X,,
28696,12572Q10,CME GROUP INC,Craig,Craig Steven Donohue,Donohue,2012,,,,,,,
38362,16389320,CHEMTURA CORP,Craig,Craig A. Rogerson,Rogerson,2016,X,X,2019/1/31,X,X,,
29857,63741710,NATIONAL RETAIL PROPERTIES,Craig,Craig Macnab,Macnab,2016,X,X,2019/1/31,X,X,,
44467,75601W10,REAL INDUSTRY INC,Craig,Craig Forrest Noell,Noell,2012,,,,,,,
25073,87901J10,TEGNA INC,Craig,Craig A. Dubow,Dubow,2011,,,,,,,
7034,86736400,SUNGARD DATA SYSTEMS INC,Cristbal,Cristbal Ignacio Conde,Conde,2010,,,,,,,
9352,55284810,MGIC INVESTMENT CORP/WI,Curt,Curt Steven Culver,Culver,2014,X,X,43516,X,X,,
37110,86366710,STRYKER CORP,Curt,Curt R. Hartman,Hartman,2012,,,,,,,
31545,74938810,RC2 CORP,Curtis,Curtis W. Stoelting,Stoelting,2010,,,,,,,
16408,54634710,LOUISIANA-PACIFIC CORP,Curtis,Curtis M. Stevens,Stevens,2016,X,X,2019/1/31,X,X,,
24810,42078130,HAYES LEMMERZ INTL INC,Curtis,Curtis J. Clawson,Clawson,2008,,,,,,,
54800,87166B10,SYNEOS HEALTH INC,D.,D. Jamie MacDonald,MacDonald,2016,X,X,2019/1/31,X,X,,
36562,20714230,CONEXANT SYSTEMS INC,D.,D. Scott Mercer,Mercer,2011,,,,,,,
10838,05946K00,BBVA COMPASS BANCSHARES INC,D.,D. Paul Jones Jr.,Jones Jr.,2006,,,,,,,
28595,91131210,UNITED PARCEL SERVICE INC,D.,"D. Scott Davis, CPA, CPA","Davis, CPA, CPA",2014,X,X,43516,X,X,,
15129,22286210,COVENTRY HEALTH CARE INC,Dale,Dale B. Wolf,Wolf,2008,,,,,,,
21256,67724010,OHIO CASUALTY CORP,Dan,Dan R. Carmichael,Carmichael,2006,,,,,,,
4520,55207810,LYONDELL CHEMICAL CO,Dan,Dan F. Smith,Smith,2007,,,,,,,
49763,76156550,REX ENERGY CORP,Daniel,"Daniel J. Churay, J.D.","Churay, J.D.",2011,,,,,,,
30948,23317H85,DDR CORP,Daniel,Daniel Bruce Hurwitz,Hurwitz,2014,X,X,43516,X,X,,
17300,64110D10,NETAPP INC,Daniel,Daniel J. Warmenhoven,Warmenhoven,2008,,,,,,,
13328,55427310,MACDERMID INC,Daniel,Daniel H. Leever,Leever,2006,,,,,,,
25913,68557N10,ORBITAL ATK INC,Daniel,"Daniel J. Murphy, Jr.","Murphy, Jr.",2009,,,,,,,
39447,22100610,CORVEL CORP,Daniel,Daniel J. Starck,Starck,2011,,,,,,,
14426,79084910,ST JUDE MEDICAL INC,Daniel,Daniel J. Starks,Starks,2014,X,X,43516,X,X,,
1921,G7665A10,ROWAN COS PLC,Daniel,Daniel F. McNease,McNease,2008,,,,,,,
31474,19306820,COLDWATER CREEK INC,Daniel,Daniel J. Griesemer,Griesemer,2008,,,,,,,
15527,37045V00,GENERAL MOTORS FINL CO INC,Daniel,Daniel E. Berce,Berce,2010,,,,,,,
4889,67034610,NUCOR CORP,Daniel,Daniel R. DiMicco,DiMicco,2012,,,,,,,
36721,10457610,BRADLEY PHARMACEUTICL -CL A,Daniel,Daniel Glassman,Glassman,2006,,,,,,,
21930,31358610,FANNIE MAE,Daniel,Daniel H. Mudd,Mudd,2008,,,,,,,
28420,96216610,WEYERHAEUSER CO,Daniel,Daniel S. Fulton,Fulton,2013,,,,,,,
35649,G5509L10,LIVANOVA PLC,Daniel,"Daniel Jeffrey Moore, M.B.A.","Moore, M.B.A.",2015,X,X,2019/2/1,X,X,,
34165,2.91E+14,EMBARQ CORP,Daniel,Daniel R. Hesse,Hesse,2007,,,,,,,
33860,20714230,CONEXANT SYSTEMS INC,Daniel,Daniel A. Artusi,Artusi,2008,,,,,,,
26027,72348Y10,PINNACLE ENTERTAINMENT INC,Daniel,"Daniel R. Lee, CFA","Lee, CFA",2009,,,,,,,
43690,37045V10,GENERAL MOTORS CO,Daniel,Daniel Francis Akerson,Akerson,2013,,,,,,,
359,09099P94,BIOMET INC,Daniel,Daniel P. Hann,Hann,2006,,,,,,,
11849,6.39E+14,NAVISTAR INTERNATIONAL CORP,Daniel,Daniel C. Ustian,Ustian,2012,,,,,,,
29845,36467W10,GAMESTOP CORP,Daniel,Daniel A. DeMatteo,DeMatteo,2009,,,,,,,
30330,85207U10,SPRINT CORP,Daniel,Daniel R. Hesse,Hesse,2013,,,,,,,
16393,26101810,DOWNEY FINANCIAL CORP,Daniel,Daniel D. Rosenthal,Rosenthal,2007,,,,,,,
29706,42190610,HEALTHCARE SERVICES GROUP,Daniel,Daniel P. McCartney,McCartney,2014,X,X,43516,X,X,,
34241,76171310,REYNOLDS AMERICAN INC,Daniel,Daniel M. Delen,Delen,2013,,,,,,,
51068,31354940,FEDERAL-MOGUL HOLDINGS CORP,Daniel,Daniel A. Ninivaggi,Ninivaggi,2015,https://twitter.com/danninivaggi,danninivaggi,2019/2/1,20,0,,
7228,14754D10,CASH AMERICA INTL INC,Daniel,Daniel R. Feehan,Feehan,2015,X,X,2019/2/1,X,X,,
28091,5506310,AZZURRA HOLDING CORP,Daniel,Daniel W. Rumsey,Rumsey,2012,,,,,,,
26490,00737L10,ADTALEM GLOBAL EDUCATION INC,Daniel,Daniel M. Hamburger,Hamburger,2016,https://twitter.com/DanielHamburger,DanielHamburger,2019/1/31,1,0,,
14957,45866530,INTERFACE INC,Daniel,Daniel T. Hendrix,Hendrix,2016,X,X,2019/1/31,X,X,,
32448,G3157S10,ENSCO PLC,Daniel,Daniel W. Rabun,Rabun,2013,,,,,,,
33526,98952430,ZILOG INC,Darin,Darin G. Billerbeck,Billerbeck,2008,,,,,,,
32740,62941060,NTN BUZZTIME INC,Dario,Dario Santana,Santana,2008,,,,,,,
25536,45110710,IDACORP INC,Darrel,Darrel T. Anderson,Anderson,2016,X,X,2019/1/31,X,X,,
33379,47758P30,JO-ANN STORES INC,Darrell,Darrell D. Webb,Webb,2010,,,,,,,
37676,00751Y10,ADVANCE AUTO PARTS INC,Darren,Darren R. Jackson,Jackson,2015,X,X,2019/2/1,X,X,,
38862,12561W10,CLECO CORP,Darren,Darren J. Olagues,Olagues,2016,https://twitter.com/DarrenOlagues,DarrenOlagues,2019/1/31,1,2,,
46235,09857L10,BOOKING HOLDINGS INC,Darren,Darren Richard Huston,Huston,2015,X,X,2019/2/1,X,X,,
33307,50101410,KRISPY KREME DOUGHNUTS INC,Daryl,Daryl G. Brewster,Brewster,2007,,,,,,,
48573,M8554810,STRATASYS LTD,David,David Reis,Reis,2014,X,X,43518,X,X,,
37387,28367785,EL PASO ELECTRIC CO,David,David Wayne Stevens,Stevens,2011,,,,,,,
33301,14888B10,CATALYST HEALTH SOLUTIONS,David,David T. Blair,Blair,2011,,,,,,,
33213,49904910,KNIGHT-SWIFT TRPTN HLDGS INC,David,David A. Jackson,Jackson,2016,X,X,2019/1/31,X,X,,
5623,36110,AAR CORP,David,David P. Storch,Storch,2016,https://twitter.com/Storchy1,Storchy1,2019/2/12,0,20,,
52944,94770V10,WEBMD HEALTH CORP,David,David J. Schlanger,Schlanger,2015,X,X,2019/2/1,X,X,,
32936,94862610,WEIGHT WATCHERS INTL INC,David,David P. Kirchhoff,Kirchhoff,2013,,,,,,,
53629,16373110,CHEMICAL FINANCIAL CORP,David,David B. Ramaker,Ramaker,2016,X,X,2019/1/31,X,X,,
36073,39762410,GREIF INC -CL A,David,David B. Fischer,Fischer,2015,X,X,2019/2/1,X,X,,
15417,75102810,RALCORP HOLDINGS INC,David,David P. Skarie,Skarie,2012,,,,,,,
2836,25660310,DOLE FOOD CO INC,David,David H. Murdock,Murdock,2016,X,X,2019/1/31,X,X,,
33974,14233910,CARLISLE COS INC,David,David A. Roberts,Roberts,2015,X,X,2019/2/1,X,X,,
22352,14071N10,CAPTARIS INC,David,David P. Anastasi,Anastasi,2007,,,,,,,
35511,57906410,MCAFEE INC,David,David G. DeWalt,DeWalt,2010,,,,,,,
16440,65129010,NEWFIELD EXPLORATION CO,David,David A. Trice,Trice,2008,,,,,,,
34266,62671710,MURPHY OIL CORP,David,David M. Wood,Wood,2011,,,,,,,
